Native Title,English Title,Year,Country,Rating,Number of Raters,URL,ID
对不起，我爱你 미안하다 사랑한다,MiSa,2004.0,South Korea,8.8,87782.0,https://movie.douban.com/subject/1782142/,1782142.0
棒球大联盟 스토브리그,Stove League,2019.0,South Korea,9.3,84550.0,https://movie.douban.com/subject/34660401/,34660401.0
大长今 대장금,Una joya en el palacio,2003.0,South Korea,8.4,66934.0,https://movie.douban.com/subject/1418660/,1418660.0
宫 궁,Palace,2006.0,South Korea,7.9,93816.0,https://movie.douban.com/subject/1856299/,1856299.0
啊！因为是男高，所以很幸福 아 남고라서 행복하다,啊...因为男高，所以幸福,2019.0,South Korea,9.0,82727.0,https://movie.douban.com/subject/33401926/,33401926.0
大秦赋,大秦帝国之天下,2020.0,Chinese mainland,5.4,130858.0,https://movie.douban.com/subject/26413293/,26413293.0
人生第一次,The Firsts in Life,2020.0,Chinese mainland,9.0,77205.0,https://movie.douban.com/subject/34945795/,34945795.0
一人之下 第一季,The Outcast,2016.0,Mainland China / Japan,8.8,110499.0,https://movie.douban.com/subject/26815153/,26815153.0
大豆田永久子与三名前夫 大豆田とわ子と三人の元夫,Omameda Towako and Her Three Ex-Husbands,2021.0,Japan,8.7,73328.0,https://movie.douban.com/subject/35365608/,35365608.0
鬼灭之刃 鬼滅の刃,Kimetsu no Yaiba,2019.0,Japan,9.1,238144.0,https://movie.douban.com/subject/30210221/,30210221.0
半泽直树2 半沢直樹2,半泽直树：复仇篇,2020.0,Japan,9.4,152812.0,https://movie.douban.com/subject/25806638/,25806638.0
名姝 第一季 Harlots Season 1,鸨王争夺战,2017.0,England America,8.4,82537.0,https://movie.douban.com/subject/26805324/,26805324.0
JOJO的奇妙冒险 黄金之风 ジョジョの奇妙な冒険 黄金の風,JoJo's Bizarre Adventure: Golden Wind,2018.0,Japan,9.5,75378.0,https://movie.douban.com/subject/27666505/,27666505.0
妄想代理人,Mousou dairinin,2004.0,Japan,9.0,71995.0,https://movie.douban.com/subject/1441053/,1441053.0
异度侵入 イド：インヴェイデッド ID:INVADED,ID: Invaded,2020.0,Japan,9.0,98335.0,https://movie.douban.com/subject/34456027/,34456027.0
禁忌女孩 เด็กใหม่,Girl from Nowhere,2018.0,Thailand,8.3,119983.0,https://movie.douban.com/subject/30327894/,30327894.0
封神榜,封神榜之忠义乾坤,2001.0,China Hong Kong,8.3,76765.0,https://movie.douban.com/subject/3023296/,3023296.0
坡道上的家 坂の途中の家,半山居,2019.0,Japan,9.0,73054.0,https://movie.douban.com/subject/30390532/,30390532.0
声临其境 第一季,The Sound,2018.0,Chinese mainland,8.2,74066.0,https://movie.douban.com/subject/27617683/,27617683.0
但是还有书籍,And Yet The Books,2019.0,Chinese mainland,9.0,104314.0,https://movie.douban.com/subject/33418361/,33418361.0
少年包青天2 少年包青天Ⅱ,Young Bao Qingtian 2 Junior Bao Qingtian Ⅱ,2001.0,Chinese mainland,7.6,71636.0,https://movie.douban.com/subject/2157150/,2157150.0
乘风破浪的姐姐 第一季,Sisters Who Make Waves,2020.0,Chinese mainland,6.7,174033.0,https://movie.douban.com/subject/34894589/,34894589.0
人间世 第一季,人间百态,2016.0,Chinese mainland,9.7,73084.0,https://movie.douban.com/subject/26815163/,26815163.0
一拳超人 ワンパンマン,One-Punch Man,2015.0,Japan,9.4,147686.0,https://movie.douban.com/subject/26339248/,26339248.0
请和这个没用的我谈恋爱 ダメな私に恋してください,Please Love the Useless Me,2016.0,Japan,7.4,61463.0,https://movie.douban.com/subject/26665269/,26665269.0
齐木楠雄的灾难 第二季 斉木楠雄のΨ難 第2期,超能力者齐木楠雄的灾难 第二季,2018.0,Japan,9.4,62256.0,https://movie.douban.com/subject/26946411/,26946411.0
花样男子 花より男子,Hana yori dango,2005.0,Japan,8.3,80118.0,https://movie.douban.com/subject/1465668/,1465668.0
国王排名 王様ランキング,Ousama Ranking,2021.0,Japan,7.8,181277.0,https://movie.douban.com/subject/34927946/,34927946.0
巾帼枭雄之义海豪情 巾幗梟雄之義海豪情,No Regrets,2010.0,China Hong Kong,9.4,81748.0,https://movie.douban.com/subject/4195676/,4195676.0
我的天才女友 第三季 L'amica geniale Season 3,My Brilliant Friend: Those Who Leave and Those Who Stay,2022.0,Italy / United States,9.5,75771.0,https://movie.douban.com/subject/35051880/,35051880.0
一起同过窗 第二季,Stand by Me 2,2017.0,Chinese mainland,8.9,85787.0,https://movie.douban.com/subject/26979979/,26979979.0
一把青,A Touch of Green,2015.0,"Taiwan, China",9.2,99497.0,https://movie.douban.com/subject/26461145/,26461145.0
JOJO的奇妙冒险 ジョジョの奇妙な冒険,JoJo's Bizarre Adventure,2012.0,Japan,9.1,87010.0,https://movie.douban.com/subject/11498785/,11498785.0
失恋巧克力职人 失恋ショコラティエ,Heartbroken Chocolatier,2014.0,Japan,7.5,82728.0,https://movie.douban.com/subject/25760591/,25760591.0
河西走廊,HeXi Corridor,2015.0,Chinese mainland,9.7,84443.0,https://movie.douban.com/subject/24736278/,24736278.0
宫心计 宮心計,Beyond The Realm Of Conscience,2009.0,China Hong Kong,7.1,78070.0,https://movie.douban.com/subject/3292384/,3292384.0
齐木楠雄的灾难 斉木楠雄のΨ難,超能力者齐木楠雄的灾难,2016.0,Japan,9.4,104383.0,https://movie.douban.com/subject/26801048/,26801048.0
余罪 第二季,余罪,2016.0,Chinese mainland,7.7,113785.0,https://movie.douban.com/subject/26802975/,26802975.0
怪化猫 モノノ怪,Mononoke,2007.0,Japan,9.4,68422.0,https://movie.douban.com/subject/2340927/,2340927.0
灵魂摆渡2,灵魂摆渡 第二季,2015.0,Chinese mainland,8.4,66095.0,https://movie.douban.com/subject/26100709/,26100709.0
间谍过家家 第一季 Part.2 SPY×FAMILY 第2クール,SPY x FAMILY Part 2,2022.0,Japan,8.9,61094.0,https://movie.douban.com/subject/35724582/,35724582.0
毛骗 第二季,Moral Peanuts Season 2,2011.0,Chinese mainland,9.5,74591.0,https://movie.douban.com/subject/6894818/,6894818.0
奇遇人生 第一季,In the first season of life,2018.0,Chinese mainland,8.7,63504.0,https://movie.douban.com/subject/30304024/,30304024.0
伍六七之玄武国篇,Scissor Seven 3,2021.0,Chinese mainland,9.0,70443.0,https://movie.douban.com/subject/35161255/,35161255.0
伍六七,Scissor Seven,2018.0,Chinese mainland,8.8,117840.0,https://movie.douban.com/subject/27624762/,27624762.0
人生删除事务所 dele ディーリー,Life Delete Office DELE ディ ー リ ー,2018.0,Japan,8.6,81027.0,https://movie.douban.com/subject/30232260/,30232260.0
金宵大厦 金宵大廈,Barrack O'Karma,2019.0,China Hong Kong,8.4,73102.0,https://movie.douban.com/subject/30156074/,30156074.0
一人之下 第三季,The Outcast 3,2020.0,Chinese mainland,7.3,68396.0,https://movie.douban.com/subject/34456079/,34456079.0
间谍过家家 第一季 SPY×FAMILY,SPY x FAMILY Part 1,2022.0,Japan,8.9,180673.0,https://movie.douban.com/subject/35258427/,35258427.0
朋友请听好,"Friends, please listen",2020.0,Chinese mainland,8.2,146147.0,https://movie.douban.com/subject/34894591/,34894591.0
人生一串 第一季,The Story Of Chuaner,2018.0,Chinese mainland,8.9,103954.0,https://movie.douban.com/subject/27040844/,27040844.0
夏日重现 サマータイムレンダ,Summer Time Rendering,2022.0,Japan,9.0,104714.0,https://movie.douban.com/subject/35351365/,35351365.0
一人之下 第二季,The Outcast 2,2017.0,Chinese mainland,8.9,95253.0,https://movie.douban.com/subject/27034748/,27034748.0
守护解放西,解放西,2019.0,Chinese mainland,8.6,69081.0,https://movie.douban.com/subject/34800399/,34800399.0
工作细胞 はたらく細胞,Cells at Work!,2018.0,Japan,8.9,100482.0,https://movie.douban.com/subject/28514091/,28514091.0
约定的梦幻岛 約束のネバーランド,Yakusoku no Neverland,2019.0,Japan,9.3,79039.0,https://movie.douban.com/subject/30206430/,30206430.0
明星大侦探 第一季,犯罪现场中国版,2016.0,Chinese mainland,9.4,114581.0,https://movie.douban.com/subject/26737158/,26737158.0
伍六七之最强发型师,Killer Seven Ⅱ,2019.0,Chinese mainland,9.1,86386.0,https://movie.douban.com/subject/30371751/,30371751.0
灵笼,Incarnation,2019.0,Chinese mainland,8.3,94823.0,https://movie.douban.com/subject/27121260/,27121260.0
明星大侦探 第三季,Who's the Murderer?,2017.0,Chinese mainland,9.1,118749.0,https://movie.douban.com/subject/26999861/,26999861.0
对不起青春 ごめんね青春！,Regret From My School Life,2014.0,Japan,9.0,95228.0,https://movie.douban.com/subject/25940269/,25940269.0
最后的朋友 ラスト・フレンズ,Rasuto furenzu,2008.0,Japan,8.4,95698.0,https://movie.douban.com/subject/3011225/,3011225.0
流星之绊 流星の絆,Ties of Shooting Stars,2008.0,Japan,8.3,62941.0,https://movie.douban.com/subject/3268241/,3268241.0
杀死伊芙 第二季 Killing Eve Season 2,双姝,2019.0,England America,8.9,136610.0,https://movie.douban.com/subject/30198838/,30198838.0
排球少年 ハイキュー!!,排球少年！！,2014.0,Japan,9.6,76151.0,https://movie.douban.com/subject/25732103/,25732103.0
无间双龙：这份爱，才是正义 ウロボロス〜この愛こそ、正義。,"Ouroboros: Konoaikoso, Seigi",2015.0,Japan,8.4,76256.0,https://movie.douban.com/subject/25953663/,25953663.0
强风吹拂 風が強く吹いている,Run with the Wind,2018.0,Japan,9.6,106218.0,https://movie.douban.com/subject/30238385/,30238385.0
鬼灭之刃 游郭篇 鬼滅の刃 遊郭編,鬼灭之刃 花街篇,2021.0,Japan,9.3,127752.0,https://movie.douban.com/subject/34813210/,34813210.0
倚天剑屠龙刀 倚天屠龍記,The Heaven Sword and Dragon Saber,2001.0,China Hong Kong,8.6,73182.0,https://movie.douban.com/subject/2157188/,2157188.0
暗黑 第一季 Dark Season 1,黑暗,2017.0,Germany,9.0,91190.0,https://movie.douban.com/subject/26992330/,26992330.0
秘密森林2 비밀의숲2,Stranger2,2020.0,South Korea,9.2,78634.0,https://movie.douban.com/subject/34815544/,34815544.0
恶魔人 哭泣之子 Devilman: Crybaby,恶魔人 Crybaby,2018.0,Japan,8.9,68140.0,https://movie.douban.com/subject/26997470/,26997470.0
舌尖上的中国 第一季,A Bite of China,2012.0,Chinese mainland,9.4,170951.0,https://movie.douban.com/subject/10606004/,10606004.0
明星大侦探 第二季,Who's the Murderer?,2017.0,Chinese mainland,9.0,94005.0,https://movie.douban.com/subject/26821378/,26821378.0
杀死伊芙 第三季 Killing Eve Season 3,追杀夏娃,2020.0,England America,8.4,90007.0,https://movie.douban.com/subject/32509356/,32509356.0
风味人间 第一季,Savouring China,2018.0,Chinese mainland,9.0,113247.0,https://movie.douban.com/subject/30156039/,30156039.0
还珠格格第三部,Princess Returning Pearl III,2003.0,"Mainland China / Hong Kong / Taiwan, China",5.4,67811.0,https://movie.douban.com/subject/2214122/,2214122.0
鬼灭之刃 无限列车篇 鬼滅の刃 無限列車編,鬼灭之刃 无限列车篇TV版,2021.0,Japan,9.3,103256.0,https://movie.douban.com/subject/35620761/,35620761.0
虫师 蟲師,mushishi,2005.0,Japan,9.4,98780.0,https://movie.douban.com/subject/1800597/,1800597.0
轮到你了 番外篇 房门之内 あなたの番です 扉の向こう,轮到你了番外短剧,2019.0,Japan,8.3,63471.0,https://movie.douban.com/subject/33435891/,33435891.0
无法成为野兽的我们 獣になれない私たち,We Can Not Become Beasts,2018.0,Japan,7.7,96999.0,https://movie.douban.com/subject/30290917/,30290917.0
羞耻 第三季 Skam Sesong 3,Shame Season 3 Skam Sesong 3,2016.0,Norway,9.6,152575.0,https://movie.douban.com/subject/26811832/,26811832.0
我在故宫修文物,Masters in Forbidden City,2016.0,Chinese mainland,9.4,122401.0,https://movie.douban.com/subject/26703457/,26703457.0
明星大侦探 第四季,Who's the Murderer?,2018.0,Chinese mainland,8.6,127727.0,https://movie.douban.com/subject/30329046/,30329046.0
咒术回战 呪術廻戦,Jujutsu Kaisen,2020.0,Japan,8.4,183141.0,https://movie.douban.com/subject/34895145/,34895145.0
俗女养成记2 俗女養成記2,The Making of an Ordinary Woman,2021.0,"Taiwan, China",9.3,147362.0,https://movie.douban.com/subject/35215517/,35215517.0
孤独的美食家 第一季 孤独のグルメ Season1,Lonely Gourmet Season 1 Lonely の ル メ Season1,2012.0,Japan,9.1,69206.0,https://movie.douban.com/subject/7065168/,7065168.0
偷偷爱着你 花ざかりの君たちへ：～イケメン♂パラダイス～,Hana zakari no kimi tachi e: Ikemen paradaisu,2007.0,Japan,8.1,67299.0,https://movie.douban.com/subject/2147121/,2147121.0
少年派2,青春派,2022.0,Chinese mainland,6.6,63831.0,https://movie.douban.com/subject/35048530/,35048530.0
1公升的泪 1リットルの涙,1 Litre of Tears,2005.0,Japan,9.0,92248.0,https://movie.douban.com/subject/1436900/,1436900.0
微笑Pasta 微笑PASTA,微笑百事达,2006.0,"Taiwan, China",6.4,61624.0,https://movie.douban.com/subject/2983271/,2983271.0
哦！我的皇帝陛下 第二季,这个皇上我要了,2018.0,Chinese mainland,4.8,67051.0,https://movie.douban.com/subject/34807445/,34807445.0
紫罗兰永恒花园 ヴァイオレット・エヴァーガーデン,Violet Evergarden,2018.0,Japan,9.0,84183.0,https://movie.douban.com/subject/26805209/,26805209.0
将恋爱进行到底 恋はつづくよどこまでも,恋爱可以持续到天长地久,2020.0,Japan,7.9,76341.0,https://movie.douban.com/subject/34805659/,34805659.0
王子变青蛙 王子變靑蛙,Frog Prince,2005.0,"Taiwan, China",8.0,97969.0,https://movie.douban.com/subject/2043283/,2043283.0
消失的初恋 消えた初恋,My Love Mix-Up,2021.0,Japan,8.3,88515.0,https://movie.douban.com/subject/35563503/,35563503.0
萤之光 ホタルノヒカリ,Hotaru no hikari,2007.0,Japan,8.6,60818.0,https://movie.douban.com/subject/2147129/,2147129.0
潜行狙击 潛行狙擊,Salute Laughing Sir,2011.0,China Hong Kong,8.5,86485.0,https://movie.douban.com/subject/5965670/,5965670.0
面包和汤和猫咪好天气 パンとスープとネコ日和,Bread and Soup and Cat Weather,2013.0,Japan,8.7,62802.0,https://movie.douban.com/subject/24321344/,24321344.0
SPEC SPEC〜警視庁公安部公安第五課 未詳事件特別対策係事件簿〜,SPEC: First Blood,2010.0,Japan,8.7,65498.0,https://movie.douban.com/subject/4917705/,4917705.0
母亲 Mother,两个妈妈(台),2010.0,Japan,9.4,61737.0,https://movie.douban.com/subject/4303624/,4303624.0
三体,三体Animation,2022.0,Chinese mainland,3.8,160222.0,https://movie.douban.com/subject/34444648/,34444648.0
爱情公寓4,iPartment 4,2014.0,Chinese mainland,7.7,173437.0,https://movie.douban.com/subject/10793510/,10793510.0
重启之极海听雷 第二季,重启之极海听雷2,2020.0,Chinese mainland,6.9,160736.0,https://movie.douban.com/subject/35182499/,35182499.0
爱情公寓3,IPARTMENT Season3,2012.0,Chinese mainland,7.7,161883.0,https://movie.douban.com/subject/6312211/,6312211.0
神探狄仁杰2,神探狄仁杰 第二部,2006.0,Chinese mainland,9.1,54203.0,https://movie.douban.com/subject/2377277/,2377277.0
冲上云霄 衝上雲霄,Chung seung wan siu,2003.0,China Hong Kong,8.3,51094.0,https://movie.douban.com/subject/2002924/,2002924.0
排球少年 第二季 ハイキュー!! セカンドシーズン,ハイキュー!! 2期,2015.0,Japan,9.7,52759.0,https://movie.douban.com/subject/26285156/,26285156.0
平凡之路,The Ordinary Road,2023.0,Chinese mainland,7.1,52594.0,https://movie.douban.com/subject/35555996/,35555996.0
人间正道是沧桑,The road we have taken,2009.0,Chinese mainland,9.2,56345.0,https://movie.douban.com/subject/3153641/,3153641.0
笑傲江湖,Swordsman,2013.0,Chinese mainland,5.7,54475.0,https://movie.douban.com/subject/10527209/,10527209.0
人生一串 第二季,A series of life in life,2019.0,Chinese mainland,8.5,50233.0,https://movie.douban.com/subject/33437160/,33437160.0
溏心风暴2：家好月圆 溏心風暴Ⅱ之家好月圓,Moonlight Resonance Ⅱ,2008.0,China Hong Kong,8.4,54083.0,https://movie.douban.com/subject/3126164/,3126164.0
爱情洗牌 Love Shuffle,Rabu shaffuru,2009.0,Japan,8.5,55610.0,https://movie.douban.com/subject/3602965/,3602965.0
黑暗荣耀 第二季 더 글로리2,La gloria Parte 2,2023.0,South Korea,9.0,487615.0,https://movie.douban.com/subject/36193784/,36193784.0
邻座的怪同学 となりの怪物くん,Tonari no Kaibutsu-kun,2012.0,Japan,8.5,58638.0,https://movie.douban.com/subject/10759936/,10759936.0
勿言推理 ミステリと言う勿れ,Do not say mystery,2022.0,Japan,8.4,57657.0,https://movie.douban.com/subject/35288743/,35288743.0
有生之年,Living,2023.0,"Taiwan, China",8.8,57244.0,https://movie.douban.com/subject/35679640/,35679640.0
守护解放西3,守护解放西 第三季,2022.0,Chinese mainland,8.7,51989.0,https://movie.douban.com/subject/35713161/,35713161.0
特殊失踪专案组：失踪的黑色M 실종느와르 M,失踪的黑色M,2015.0,South Korea,9.0,51301.0,https://movie.douban.com/subject/26297399/,26297399.0
排球少年 第三季 ハイキュー!! 烏野高校 VS 白鳥沢学園高校,ハイキュー!! 3期,2016.0,Japan,9.8,54150.0,https://movie.douban.com/subject/26752075/,26752075.0
城市的边缘,Mr. Nobody,2021.0,Chinese mainland,8.3,56575.0,https://movie.douban.com/subject/33438451/,33438451.0
武动乾坤,武动乾坤之英雄出少年,2018.0,Chinese mainland,4.4,53194.0,https://movie.douban.com/subject/26756260/,26756260.0
善良的男人 세상 어디에도 없는 착한남자,Innocent Man,2012.0,South Korea,7.8,54679.0,https://movie.douban.com/subject/10744808/,10744808.0
庭外,庭外辩护,2022.0,Chinese mainland,7.6,55666.0,https://movie.douban.com/subject/35479775/,35479775.0
但是还有书籍 第二季,And Yet The Books 2,2022.0,Chinese mainland,9.4,54002.0,https://movie.douban.com/subject/35295845/,35295845.0
山茶花开时 동백꽃 필 무렵,Dongbaekkkot Pil Muryeop,2019.0,South Korea,8.4,50054.0,https://movie.douban.com/subject/30327844/,30327844.0
羞耻 第二季 Skam Sesong 2,Shame Season 2 Skam Sesong 2,2016.0,Norway,8.9,51990.0,https://movie.douban.com/subject/26910854/,26910854.0
屌丝男士 第一季,Diors Man,2012.0,Chinese mainland,7.4,53718.0,https://movie.douban.com/subject/19976810/,19976810.0
斗罗大陆1,Soul Land,2018.0,Chinese mainland,7.2,68754.0,https://movie.douban.com/subject/27040807/,27040807.0
嫉妒的化身 질투의 화신,Jiltooui Hwashin,2016.0,South Korea,8.2,53033.0,https://movie.douban.com/subject/26722118/,26722118.0
家，N次方,"Family, Power N",2011.0,Chinese mainland,8.2,56052.0,https://movie.douban.com/subject/5031441/,5031441.0
唐顿庄园 第二季 Downton Abbey Season 2,唐顿庄园  第二季,2011.0,England America,9.1,119081.0,https://movie.douban.com/subject/5990367/,5990367.0
狐妖小红娘,无暮篇,2015.0,Chinese mainland,8.9,64348.0,https://movie.douban.com/subject/26435736/,26435736.0
短剧开始啦 コントが始まる,喜剧开场,2021.0,Japan,9.1,54002.0,https://movie.douban.com/subject/35358556/,35358556.0
珠光宝气 珠光寶氣,Chu kwong bo hei,2008.0,China Hong Kong,7.7,55227.0,https://movie.douban.com/subject/2996855/,2996855.0
哥哥太爱我了怎么办 兄に愛されすぎて困ってます,哥哥太爱我了怎么办 电视剧版,2017.0,Japan,6.8,50006.0,https://movie.douban.com/subject/26989728/,26989728.0
至尊红颜,지존홍안,2003.0,Chinese mainland,7.1,53176.0,https://movie.douban.com/subject/3010195/,3010195.0
父辈的荣耀,父辈的旗帜,2023.0,Chinese mainland,8.3,58002.0,https://movie.douban.com/subject/35653130/,35653130.0
灵魂摆渡3,The Ferry Man 3,2016.0,Chinese mainland,7.6,55005.0,https://movie.douban.com/subject/26670687/,26670687.0
不完美的她,第三种人类,2020.0,Chinese mainland,6.0,59716.0,https://movie.douban.com/subject/33446498/,33446498.0
原生之罪 第一季,Original Sin,2018.0,Chinese mainland,6.3,50823.0,https://movie.douban.com/subject/30139731/,30139731.0
带着爸爸去留学,Over the Sea I Come to You,2019.0,Chinese mainland,3.6,54700.0,https://movie.douban.com/subject/30238247/,30238247.0
弥留之国的爱丽丝 第二季 今際の国のアリス シーズン2,今际之国的有栖(港),2022.0,Japan,6.3,91987.0,https://movie.douban.com/subject/35300122/,35300122.0
羞耻 第四季 Skam Sesong 4,Shame Season 4 Skam Sesong 4,2017.0,Norway,9.5,53162.0,https://movie.douban.com/subject/27012497/,27012497.0
机灵小不懂,开心书院,2001.0,Hong Kong / Mainland China,7.7,56007.0,https://movie.douban.com/subject/2295811/,2295811.0
绅士的品格 신사의 품격,The Dignity Of The Gentleman,2012.0,South Korea,8.2,57294.0,https://movie.douban.com/subject/10465145/,10465145.0
暗黑 第二季 Dark Season 2,黑暗,2019.0,Germany,9.3,58386.0,https://movie.douban.com/subject/27611018/,27611018.0
九回时间旅行 나인: 아홉 번의 시간여행,Nine: 9 Times Time Travel,2013.0,South Korea,8.9,57741.0,https://movie.douban.com/subject/21354116/,21354116.0
种地吧,种地吧·少年篇,2023.0,Chinese mainland,9.0,64159.0,https://movie.douban.com/subject/36230054/,36230054.0
羞耻 第一季 Skam Sesong 1,Shame first season Skam Sesong 1,2015.0,Norway,8.7,52521.0,https://movie.douban.com/subject/26811831/,26811831.0
风味人间 第二季,Once Upon a Bite 2,2020.0,Chinese mainland,9.0,50765.0,https://movie.douban.com/subject/35014718/,35014718.0
家族的形式 家族ノカタチ,Family's Form,2016.0,Japan,8.8,58848.0,https://movie.douban.com/subject/26663070/,26663070.0
荼蘼,荼靡,2016.0,"Taiwan, China",8.5,56652.0,https://movie.douban.com/subject/26785286/,26785286.0
鬼吹灯之黄皮子坟,The tomb of Ghost Blows Out the Light,2017.0,Chinese mainland,5.2,51866.0,https://movie.douban.com/subject/26859982/,26859982.0
都市男女的爱情法则 도시남녀 사랑법,City Couple's Way of Love,2020.0,South Korea,8.6,54636.0,https://movie.douban.com/subject/35161101/,35161101.0
美丽的他 美しい彼,My Beautiful Man,2021.0,Japan,8.8,89372.0,https://movie.douban.com/subject/35609549/,35609549.0
我的女友是九尾狐 내 여자친구는 구미호,My Girlfriend Is A Fox,2010.0,South Korea,7.6,50201.0,https://movie.douban.com/subject/4742378/,4742378.0
老酒馆,The Legendary Tavern,2019.0,Chinese mainland,7.0,52782.0,https://movie.douban.com/subject/30345195/,30345195.0
大江大河之岁月如歌,大江东去3,2024.0,Chinese mainland,8.1,50738.0,https://movie.douban.com/subject/35321446/,35321446.0
河神2,河神 第二季,2020.0,Chinese mainland,7.3,57107.0,https://movie.douban.com/subject/27119318/,27119318.0
不要和陌生人说话,Don't talk to strangers,2001.0,Chinese mainland,8.2,59004.0,https://movie.douban.com/subject/2148374/,2148374.0
橘子红了,桔子红了,2002.0,Chinese mainland,8.0,59431.0,https://movie.douban.com/subject/2190914/,2190914.0
突如其来的假期,LADY TOUGH,2021.0,Chinese mainland,7.3,57777.0,https://movie.douban.com/subject/35231909/,35231909.0
曾少年,曾少年 成长版,2023.0,Chinese mainland,7.6,51343.0,https://movie.douban.com/subject/26818236/,26818236.0
仁医 JIN-仁-,Jin,2009.0,Japan,9.1,52876.0,https://movie.douban.com/subject/3892394/,3892394.0
疯人院,The Classification of Spirit,2018.0,Chinese mainland,7.6,50999.0,https://movie.douban.com/subject/27083735/,27083735.0
青春斗,Youth Fight,2019.0,Chinese mainland,4.8,57402.0,https://movie.douban.com/subject/27088997/,27088997.0
魔女幼熙 마녀유희,Witch Amusement,2007.0,South Korea,7.2,59817.0,https://movie.douban.com/subject/2972166/,2972166.0
约会～恋爱究竟是什么呢～ デート 〜恋とはどんなものかしら〜,Date - What is Love,2015.0,Japan,8.6,59953.0,https://movie.douban.com/subject/26271868/,26271868.0
火花,Hibana,2016.0,Japan,9.2,52074.0,https://movie.douban.com/subject/26635329/,26635329.0
无心法师3,无心法师第三季,2020.0,Chinese mainland,6.3,55704.0,https://movie.douban.com/subject/27114935/,27114935.0
暗黑 第三季 Dark Season 3,台),2020.0,Germany,9.3,54107.0,https://movie.douban.com/subject/34442364/,34442364.0
咱们结婚吧,We Get Married,2013.0,Chinese mainland,7.4,50325.0,https://movie.douban.com/subject/11577139/,11577139.0
守护解放西2,星城卫士 · 守护解放西2,2020.0,Chinese mainland,9.0,57566.0,https://movie.douban.com/subject/35231039/,35231039.0
西游记续集,Journey to the West,2000.0,Chinese mainland,9.1,59507.0,https://movie.douban.com/subject/2156667/,2156667.0
重案六组,The VI Group of Fatal Case,2001.0,Chinese mainland,8.8,52956.0,https://movie.douban.com/subject/2190981/,2190981.0
灵能百分百 Ⅲ モブサイコ100 III,灵能百分百 第三季,2022.0,Japan,9.5,52615.0,https://movie.douban.com/subject/35634023/,35634023.0
大山的女儿,壮乡儿女,2022.0,Chinese mainland,9.3,51082.0,https://movie.douban.com/subject/35498561/,35498561.0
水月洞天,Shuiyue Dongtian,2004.0,Chinese mainland,8.6,52149.0,https://movie.douban.com/subject/1864236/,1864236.0
少年张三丰,Taiji Prodigy,2001.0,"Mainland China / Taiwan, China",7.5,56782.0,https://movie.douban.com/subject/2279816/,2279816.0
欢迎光临,My Superhero,2022.0,Chinese mainland,6.4,54621.0,https://movie.douban.com/subject/34792296/,34792296.0
暗黑者,Death Notify,2014.0,Chinese mainland,8.2,55646.0,https://movie.douban.com/subject/25835480/,25835480.0
京华烟云,Moment in Peking,2005.0,Taiwan / Mainland China,8.0,50523.0,https://movie.douban.com/subject/1423043/,1423043.0
极限挑战 第三季,Go Fighting Season 3,2017.0,Chinese mainland,8.3,88024.0,https://movie.douban.com/subject/26830087/,26830087.0
悬崖,The Brink,2012.0,Chinese mainland,8.5,44043.0,https://movie.douban.com/subject/6965622/,6965622.0
谁说我结不了婚,中国版我选择了不结婚,2020.0,Chinese mainland,6.6,43606.0,https://movie.douban.com/subject/30463737/,30463737.0
经典杯子蛋糕 オールドファッションカップケーキ,Old Fashioned Cupcake,2022.0,Japan,8.8,47049.0,https://movie.douban.com/subject/35912078/,35912078.0
天国的嫁衣,Heaven's Wedding Gown,2004.0,"Taiwan, China",6.2,42896.0,https://movie.douban.com/subject/2311206/,2311206.0
名姝 第二季 Harlots Season 2,鸨王争夺战,2018.0,England America,8.2,48052.0,https://movie.douban.com/subject/27099302/,27099302.0
盗墓笔记之云顶天宫,盗墓笔记 第二季,2021.0,Chinese mainland,2.6,40277.0,https://movie.douban.com/subject/26617075/,26617075.0
摇滚狂花,"Rock it, Mom",2022.0,Chinese mainland,7.4,48164.0,https://movie.douban.com/subject/35539609/,35539609.0
西瓜 すいか,Suika,2003.0,Japan,9.3,40098.0,https://movie.douban.com/subject/1986021/,1986021.0
海豚湾恋人 海豚灣戀人,At the Dolphin Bay,2003.0,"Taiwan, China",6.8,40361.0,https://movie.douban.com/subject/2303292/,2303292.0
冲上云霄II 衝上雲霄II,Triumph In The Skies II,2013.0,China Hong Kong,7.7,44326.0,https://movie.douban.com/subject/6518754/,6518754.0
天国的阶梯 천국의 계단,Stairway to Paradise,2003.0,South Korea,7.6,49837.0,https://movie.douban.com/subject/1786753/,1786753.0
心术,intention,2012.0,Chinese mainland,8.3,48711.0,https://movie.douban.com/subject/5916347/,5916347.0
我，到点下班 わたし、定時で帰ります。,我要准时回家,2019.0,Japan,7.8,43423.0,https://movie.douban.com/subject/30442376/,30442376.0
娘道,Mother’s Life,2018.0,Chinese mainland,2.5,47315.0,https://movie.douban.com/subject/26877848/,26877848.0
快乐星球 第一部,Happy Star I,2004.0,Chinese mainland,8.6,45150.0,https://movie.douban.com/subject/2147630/,2147630.0
败犬女王 敗犬女王,Defeated Queen,2009.0,"Taiwan, China",7.8,41639.0,https://movie.douban.com/subject/3402975/,3402975.0
有喜欢的人 好きな人がいること,心有所属,2016.0,Japan,7.2,47479.0,https://movie.douban.com/subject/26783513/,26783513.0
